ISO,Country,Data source,Sector,Gas,Unit,Year,Value
IDN,Indonesia,Climate Watch,Transportation,All GHG,MtCO₂e,2007,69.65
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,2007,111.2
IDN,Indonesia,Climate Watch,Transportation,CO2,MtCO₂e,2007,67.81
IDN,Indonesia,Climate Watch,Energy,CH4,MtCO₂e,2007,81.43
IDN,Indonesia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2007,24.26
IDN,Indonesia,Climate Watch,Industrial Processes,CO2,MtCO₂e,2007,19.57
IDN,Indonesia,Climate Watch,Energy,N2O,MtCO₂e,2007,5.19
IDN,Indonesia,Climate Watch,Transportation,N2O,MtCO₂e,2007,1.37
IDN,Indonesia,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,2007,1.79
IDN,Indonesia,Climate Watch,Waste,N2O,MtCO₂e,2007,2.27
IDN,Indonesia,Climate Watch,Industrial Processes,CH4,MtCO₂e,2007,2.61
IDN,Indonesia,Climate Watch,Electricity/Heat,N2O,MtCO₂e,2007,0.42
IDN,Indonesia,Climate Watch,Transportation,CH4,MtCO₂e,2007,0.47
IDN,Indonesia,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,2007,0.69
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,2007,0.4
IDN,Indonesia,Climate Watch,Industrial Processes,N2O,MtCO₂e,2007,0.29
IDN,Indonesia,Climate Watch,Electricity/Heat,CH4,MtCO₂e,2007,0.07
IDN,Indonesia,Climate Watch,Energy,All GHG,MtCO₂e,2006,431.12
IDN,Indonesia,Climate Watch,Energy,CO2,MtCO₂e,2006,345.42
IDN,Indonesia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,2006,130.61
IDN,Indonesia,Climate Watch,Electricity/Heat,CO2,MtCO₂e,2006,130.17
IDN,Indonesia,Climate Watch,Waste,All GHG,MtCO₂e,2006,154.08
IDN,Indonesia,Climate Watch,Waste,CH4,MtCO₂e,2006,151.86
IDN,Indonesia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,2006,105.65
IDN,Indonesia,Climate Watch,Transportation,All GHG,MtCO₂e,2006,68.03
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,2006,104.64
IDN,Indonesia,Climate Watch,Transportation,CO2,MtCO₂e,2006,66.29
IDN,Indonesia,Climate Watch,Energy,CH4,MtCO₂e,2006,80.7
IDN,Indonesia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2006,23.52
IDN,Indonesia,Climate Watch,Industrial Processes,CO2,MtCO₂e,2006,19.05
IDN,Indonesia,Climate Watch,Energy,N2O,MtCO₂e,2006,5.0
IDN,Indonesia,Climate Watch,Transportation,N2O,MtCO₂e,2006,1.3
IDN,Indonesia,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,2006,1.59
IDN,Indonesia,Climate Watch,Waste,N2O,MtCO₂e,2006,2.23
IDN,Indonesia,Climate Watch,Industrial Processes,CH4,MtCO₂e,2006,2.61
IDN,Indonesia,Climate Watch,Electricity/Heat,N2O,MtCO₂e,2006,0.38
IDN,Indonesia,Climate Watch,Transportation,CH4,MtCO₂e,2006,0.43
IDN,Indonesia,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,2006,0.64
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,2006,0.37
IDN,Indonesia,Climate Watch,Industrial Processes,N2O,MtCO₂e,2006,0.27
IDN,Indonesia,Climate Watch,Electricity/Heat,CH4,MtCO₂e,2006,0.07
IDN,Indonesia,Climate Watch,Energy,All GHG,MtCO₂e,2005,400.49
IDN,Indonesia,Climate Watch,Energy,CO2,MtCO₂e,2005,323.62
IDN,Indonesia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,2005,124.52
IDN,Indonesia,Climate Watch,Electricity/Heat,CO2,MtCO₂e,2005,124.11
IDN,Indonesia,Climate Watch,Waste,All GHG,MtCO₂e,2005,160.53
IDN,Indonesia,Climate Watch,Waste,CH4,MtCO₂e,2005,158.35
IDN,Indonesia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,2005,82.17
IDN,Indonesia,Climate Watch,Transportation,All GHG,MtCO₂e,2005,71.65
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,2005,81.3
IDN,Indonesia,Climate Watch,Transportation,CO2,MtCO₂e,2005,69.84
IDN,Indonesia,Climate Watch,Energy,CH4,MtCO₂e,2005,71.93
IDN,Indonesia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2005,22.77
IDN,Indonesia,Climate Watch,Industrial Processes,CO2,MtCO₂e,2005,18.53
IDN,Indonesia,Climate Watch,Energy,N2O,MtCO₂e,2005,4.94
IDN,Indonesia,Climate Watch,Transportation,N2O,MtCO₂e,2005,1.36
IDN,Indonesia,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,2005,1.39
IDN,Indonesia,Climate Watch,Waste,N2O,MtCO₂e,2005,2.18
IDN,Indonesia,Climate Watch,Industrial Processes,CH4,MtCO₂e,2005,2.61
IDN,Indonesia,Climate Watch,Electricity/Heat,N2O,MtCO₂e,2005,0.35
IDN,Indonesia,Climate Watch,Transportation,CH4,MtCO₂e,2005,0.45
IDN,Indonesia,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,2005,0.55
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,2005,0.32
IDN,Indonesia,Climate Watch,Industrial Processes,N2O,MtCO₂e,2005,0.24
IDN,Indonesia,Climate Watch,Electricity/Heat,CH4,MtCO₂e,2005,0.06
IDN,Indonesia,Climate Watch,Energy,All GHG,MtCO₂e,2004,395.11
IDN,Indonesia,Climate Watch,Energy,CO2,MtCO₂e,2004,322.19
IDN,Indonesia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,2004,120.04
IDN,Indonesia,Climate Watch,Electricity/Heat,CO2,MtCO₂e,2004,119.66
IDN,Indonesia,Climate Watch,Waste,All GHG,MtCO₂e,2004,166.99
IDN,Indonesia,Climate Watch,Waste,CH4,MtCO₂e,2004,164.85
IDN,Indonesia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,2004,81.15
IDN,Indonesia,Climate Watch,Transportation,All GHG,MtCO₂e,2004,72.6
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,2004,80.26
IDN,Indonesia,Climate Watch,Transportation,CO2,MtCO₂e,2004,70.83
IDN,Indonesia,Climate Watch,Energy,CH4,MtCO₂e,2004,68.03
IDN,Indonesia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2004,23.12
IDN,Indonesia,Climate Watch,Industrial Processes,CO2,MtCO₂e,2004,19.05
IDN,Indonesia,Climate Watch,Energy,N2O,MtCO₂e,2004,4.9
IDN,Indonesia,Climate Watch,Transportation,N2O,MtCO₂e,2004,1.35
IDN,Indonesia,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,2004,1.24
IDN,Indonesia,Climate Watch,Waste,N2O,MtCO₂e,2004,2.14
IDN,Indonesia,Climate Watch,Industrial Processes,CH4,MtCO₂e,2004,2.61
IDN,Indonesia,Climate Watch,Electricity/Heat,N2O,MtCO₂e,2004,0.32
IDN,Indonesia,Climate Watch,Transportation,CH4,MtCO₂e,2004,0.43
IDN,Indonesia,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,2004,0.56
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,2004,0.33
IDN,Indonesia,Climate Watch,Industrial Processes,N2O,MtCO₂e,2004,0.22
IDN,Indonesia,Climate Watch,Electricity/Heat,CH4,MtCO₂e,2004,0.06
IDN,Indonesia,Climate Watch,Energy,All GHG,MtCO₂e,2003,386.85
IDN,Indonesia,Climate Watch,Energy,CO2,MtCO₂e,2003,316.07
IDN,Indonesia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,2003,121.85
IDN,Indonesia,Climate Watch,Electricity/Heat,CO2,MtCO₂e,2003,121.47
IDN,Indonesia,Climate Watch,Waste,All GHG,MtCO₂e,2003,173.44
IDN,Indonesia,Climate Watch,Waste,CH4,MtCO₂e,2003,171.34
IDN,Indonesia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,2003,75.61
IDN,Indonesia,Climate Watch,Transportation,All GHG,MtCO₂e,2003,70.96
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,2003,74.67
IDN,Indonesia,Climate Watch,Transportation,CO2,MtCO₂e,2003,69.27
IDN,Indonesia,Climate Watch,Energy,CH4,MtCO₂e,2003,65.94
IDN,Indonesia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2003,21.7
IDN,Indonesia,Climate Watch,Industrial Processes,CO2,MtCO₂e,2003,17.81
IDN,Indonesia,Climate Watch,Energy,N2O,MtCO₂e,2003,4.85
IDN,Indonesia,Climate Watch,Transportation,N2O,MtCO₂e,2003,1.3
IDN,Indonesia,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,2003,1.08
IDN,Indonesia,Climate Watch,Waste,N2O,MtCO₂e,2003,2.1
IDN,Indonesia,Climate Watch,Industrial Processes,CH4,MtCO₂e,2003,2.61
IDN,Indonesia,Climate Watch,Electricity/Heat,N2O,MtCO₂e,2003,0.32
IDN,Indonesia,Climate Watch,Transportation,CH4,MtCO₂e,2003,0.39
IDN,Indonesia,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,2003,0.59
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,2003,0.35
IDN,Indonesia,Climate Watch,Industrial Processes,N2O,MtCO₂e,2003,0.2
IDN,Indonesia,Climate Watch,Electricity/Heat,CH4,MtCO₂e,2003,0.06
IDN,Indonesia,Climate Watch,Energy,All GHG,MtCO₂e,2002,356.25
IDN,Indonesia,Climate Watch,Energy,CO2,MtCO₂e,2002,287.49
IDN,Indonesia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,2002,109.58
IDN,Indonesia,Climate Watch,Electricity/Heat,CO2,MtCO₂e,2002,109.24
IDN,Indonesia,Climate Watch,Waste,All GHG,MtCO₂e,2002,179.9
IDN,Indonesia,Climate Watch,Waste,CH4,MtCO₂e,2002,177.84
IDN,Indonesia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,2002,59.84
IDN,Indonesia,Climate Watch,Transportation,All GHG,MtCO₂e,2002,69.62
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,2002,58.98
IDN,Indonesia,Climate Watch,Transportation,CO2,MtCO₂e,2002,67.99
IDN,Indonesia,Climate Watch,Energy,CH4,MtCO₂e,2002,64.06
IDN,Indonesia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2002,21.86
IDN,Indonesia,Climate Watch,Industrial Processes,CO2,MtCO₂e,2002,18.14
IDN,Indonesia,Climate Watch,Energy,N2O,MtCO₂e,2002,4.69
IDN,Indonesia,Climate Watch,Transportation,N2O,MtCO₂e,2002,1.26
IDN,Indonesia,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,2002,0.93
IDN,Indonesia,Climate Watch,Waste,N2O,MtCO₂e,2002,2.06
IDN,Indonesia,Climate Watch,Industrial Processes,CH4,MtCO₂e,2002,2.61
IDN,Indonesia,Climate Watch,Electricity/Heat,N2O,MtCO₂e,2002,0.28
IDN,Indonesia,Climate Watch,Transportation,CH4,MtCO₂e,2002,0.37
IDN,Indonesia,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,2002,0.54
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,2002,0.32
IDN,Indonesia,Climate Watch,Industrial Processes,N2O,MtCO₂e,2002,0.17
IDN,Indonesia,Climate Watch,Electricity/Heat,CH4,MtCO₂e,2002,0.05
IDN,Indonesia,Climate Watch,Energy,All GHG,MtCO₂e,2001,351.23
IDN,Indonesia,Climate Watch,Energy,CO2,MtCO₂e,2001,283.6
IDN,Indonesia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,2001,100.32
IDN,Indonesia,Climate Watch,Electricity/Heat,CO2,MtCO₂e,2001,100.01
IDN,Indonesia,Climate Watch,Waste,All GHG,MtCO₂e,2001,186.35
IDN,Indonesia,Climate Watch,Waste,CH4,MtCO₂e,2001,184.33
IDN,Indonesia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,2001,63.1
IDN,Indonesia,Climate Watch,Transportation,All GHG,MtCO₂e,2001,68.34
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,2001,62.21
IDN,Indonesia,Climate Watch,Transportation,CO2,MtCO₂e,2001,66.75
IDN,Indonesia,Climate Watch,Energy,CH4,MtCO₂e,2001,62.99
IDN,Indonesia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2001,22.0
IDN,Indonesia,Climate Watch,Industrial Processes,CO2,MtCO₂e,2001,18.46
IDN,Indonesia,Climate Watch,Energy,N2O,MtCO₂e,2001,4.65
IDN,Indonesia,Climate Watch,Transportation,N2O,MtCO₂e,2001,1.23
IDN,Indonesia,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,2001,0.78
IDN,Indonesia,Climate Watch,Waste,N2O,MtCO₂e,2001,2.02
IDN,Indonesia,Climate Watch,Industrial Processes,CH4,MtCO₂e,2001,2.61
IDN,Indonesia,Climate Watch,Electricity/Heat,N2O,MtCO₂e,2001,0.26
IDN,Indonesia,Climate Watch,Transportation,CH4,MtCO₂e,2001,0.36
IDN,Indonesia,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,2001,0.56
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,2001,0.34
IDN,Indonesia,Climate Watch,Industrial Processes,N2O,MtCO₂e,2001,0.15
IDN,Indonesia,Climate Watch,Electricity/Heat,CH4,MtCO₂e,2001,0.05
IDN,Indonesia,Climate Watch,Energy,All GHG,MtCO₂e,2000,330.7
IDN,Indonesia,Climate Watch,Energy,CO2,MtCO₂e,2000,264.19
IDN,Indonesia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,2000,89.63
IDN,Indonesia,Climate Watch,Electricity/Heat,CO2,MtCO₂e,2000,89.36
IDN,Indonesia,Climate Watch,Waste,All GHG,MtCO₂e,2000,192.8
IDN,Indonesia,Climate Watch,Waste,CH4,MtCO₂e,2000,190.83
IDN,Indonesia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,2000,58.88
IDN,Indonesia,Climate Watch,Transportation,All GHG,MtCO₂e,2000,64.19
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,2000,57.94
IDN,Indonesia,Climate Watch,Transportation,CO2,MtCO₂e,2000,62.69
IDN,Indonesia,Climate Watch,Energy,CH4,MtCO₂e,2000,61.97
IDN,Indonesia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,2000,19.82
IDN,Indonesia,Climate Watch,Industrial Processes,CO2,MtCO₂e,2000,16.45
IDN,Indonesia,Climate Watch,Energy,N2O,MtCO₂e,2000,4.54
IDN,Indonesia,Climate Watch,Transportation,N2O,MtCO₂e,2000,1.16
IDN,Indonesia,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,2000,0.63
IDN,Indonesia,Climate Watch,Waste,N2O,MtCO₂e,2000,1.98
IDN,Indonesia,Climate Watch,Industrial Processes,CH4,MtCO₂e,2000,2.61
IDN,Indonesia,Climate Watch,Electricity/Heat,N2O,MtCO₂e,2000,0.22
IDN,Indonesia,Climate Watch,Transportation,CH4,MtCO₂e,2000,0.34
IDN,Indonesia,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,2000,0.59
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,2000,0.35
IDN,Indonesia,Climate Watch,Industrial Processes,N2O,MtCO₂e,2000,0.13
IDN,Indonesia,Climate Watch,Electricity/Heat,CH4,MtCO₂e,2000,0.04
IDN,Indonesia,Climate Watch,Energy,All GHG,MtCO₂e,1999,332.47
IDN,Indonesia,Climate Watch,Energy,CO2,MtCO₂e,1999,265.4
IDN,Indonesia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,1999,95.85
IDN,Indonesia,Climate Watch,Electricity/Heat,CO2,MtCO₂e,1999,95.59
IDN,Indonesia,Climate Watch,Waste,All GHG,MtCO₂e,1999,189.17
IDN,Indonesia,Climate Watch,Waste,CH4,MtCO₂e,1999,187.22
IDN,Indonesia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1999,62.17
IDN,Indonesia,Climate Watch,Transportation,All GHG,MtCO₂e,1999,60.2
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1999,61.24
IDN,Indonesia,Climate Watch,Transportation,CO2,MtCO₂e,1999,58.78
IDN,Indonesia,Climate Watch,Energy,CH4,MtCO₂e,1999,63.14
IDN,Indonesia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1999,14.82
IDN,Indonesia,Climate Watch,Industrial Processes,CO2,MtCO₂e,1999,14.08
IDN,Indonesia,Climate Watch,Energy,N2O,MtCO₂e,1999,3.93
IDN,Indonesia,Climate Watch,Transportation,N2O,MtCO₂e,1999,1.09
IDN,Indonesia,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1999,0.62
IDN,Indonesia,Climate Watch,Waste,N2O,MtCO₂e,1999,1.96
IDN,Indonesia,Climate Watch,Industrial Processes,CH4,MtCO₂e,1999,0.0
IDN,Indonesia,Climate Watch,Electricity/Heat,N2O,MtCO₂e,1999,0.2
IDN,Indonesia,Climate Watch,Transportation,CH4,MtCO₂e,1999,0.32
IDN,Indonesia,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,1999,0.58
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,1999,0.35
IDN,Indonesia,Climate Watch,Industrial Processes,N2O,MtCO₂e,1999,0.13
IDN,Indonesia,Climate Watch,Electricity/Heat,CH4,MtCO₂e,1999,0.05
IDN,Indonesia,Climate Watch,Energy,All GHG,MtCO₂e,1998,314.64
IDN,Indonesia,Climate Watch,Energy,CO2,MtCO₂e,1998,249.63
IDN,Indonesia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,1998,98.83
IDN,Indonesia,Climate Watch,Electricity/Heat,CO2,MtCO₂e,1998,98.59
IDN,Indonesia,Climate Watch,Waste,All GHG,MtCO₂e,1998,185.55
IDN,Indonesia,Climate Watch,Waste,CH4,MtCO₂e,1998,183.61
IDN,Indonesia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1998,48.5
IDN,Indonesia,Climate Watch,Transportation,All GHG,MtCO₂e,1998,60.62
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1998,47.63
IDN,Indonesia,Climate Watch,Transportation,CO2,MtCO₂e,1998,59.2
IDN,Indonesia,Climate Watch,Energy,CH4,MtCO₂e,1998,61.19
IDN,Indonesia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1998,13.81
IDN,Indonesia,Climate Watch,Industrial Processes,CO2,MtCO₂e,1998,13.08
IDN,Indonesia,Climate Watch,Energy,N2O,MtCO₂e,1998,3.83
IDN,Indonesia,Climate Watch,Transportation,N2O,MtCO₂e,1998,1.09
IDN,Indonesia,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1998,0.6
IDN,Indonesia,Climate Watch,Waste,N2O,MtCO₂e,1998,1.94
IDN,Indonesia,Climate Watch,Industrial Processes,CH4,MtCO₂e,1998,0.0
IDN,Indonesia,Climate Watch,Electricity/Heat,N2O,MtCO₂e,1998,0.19
IDN,Indonesia,Climate Watch,Transportation,CH4,MtCO₂e,1998,0.32
IDN,Indonesia,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,1998,0.55
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,1998,0.32
IDN,Indonesia,Climate Watch,Industrial Processes,N2O,MtCO₂e,1998,0.13
IDN,Indonesia,Climate Watch,Electricity/Heat,CH4,MtCO₂e,1998,0.05
IDN,Indonesia,Climate Watch,Energy,All GHG,MtCO₂e,1997,310.36
IDN,Indonesia,Climate Watch,Energy,CO2,MtCO₂e,1997,245.15
IDN,Indonesia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,1997,88.99
IDN,Indonesia,Climate Watch,Electricity/Heat,CO2,MtCO₂e,1997,88.77
IDN,Indonesia,Climate Watch,Waste,All GHG,MtCO₂e,1997,181.92
IDN,Indonesia,Climate Watch,Waste,CH4,MtCO₂e,1997,180.0
IDN,Indonesia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1997,51.77
IDN,Indonesia,Climate Watch,Transportation,All GHG,MtCO₂e,1997,62.07
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1997,50.9
IDN,Indonesia,Climate Watch,Transportation,CO2,MtCO₂e,1997,60.65
IDN,Indonesia,Climate Watch,Energy,CH4,MtCO₂e,1997,61.43
IDN,Indonesia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1997,16.73
IDN,Indonesia,Climate Watch,Industrial Processes,CO2,MtCO₂e,1997,16.01
IDN,Indonesia,Climate Watch,Energy,N2O,MtCO₂e,1997,3.79
IDN,Indonesia,Climate Watch,Transportation,N2O,MtCO₂e,1997,1.1
IDN,Indonesia,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1997,0.59
IDN,Indonesia,Climate Watch,Waste,N2O,MtCO₂e,1997,1.91
IDN,Indonesia,Climate Watch,Industrial Processes,CH4,MtCO₂e,1997,0.0
IDN,Indonesia,Climate Watch,Electricity/Heat,N2O,MtCO₂e,1997,0.17
IDN,Indonesia,Climate Watch,Transportation,CH4,MtCO₂e,1997,0.32
IDN,Indonesia,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,1997,0.54
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,1997,0.32
IDN,Indonesia,Climate Watch,Industrial Processes,N2O,MtCO₂e,1997,0.13
IDN,Indonesia,Climate Watch,Electricity/Heat,CH4,MtCO₂e,1997,0.05
IDN,Indonesia,Climate Watch,Energy,All GHG,MtCO₂e,1996,285.63
IDN,Indonesia,Climate Watch,Energy,CO2,MtCO₂e,1996,222.45
IDN,Indonesia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,1996,77.71
IDN,Indonesia,Climate Watch,Electricity/Heat,CO2,MtCO₂e,1996,77.52
IDN,Indonesia,Climate Watch,Waste,All GHG,MtCO₂e,1996,178.29
IDN,Indonesia,Climate Watch,Waste,CH4,MtCO₂e,1996,176.39
IDN,Indonesia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1996,47.73
IDN,Indonesia,Climate Watch,Transportation,All GHG,MtCO₂e,1996,55.87
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1996,46.88
IDN,Indonesia,Climate Watch,Transportation,CO2,MtCO₂e,1996,54.6
IDN,Indonesia,Climate Watch,Energy,CH4,MtCO₂e,1996,59.61
IDN,Indonesia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1996,14.98
IDN,Indonesia,Climate Watch,Industrial Processes,CO2,MtCO₂e,1996,14.27
IDN,Indonesia,Climate Watch,Energy,N2O,MtCO₂e,1996,3.58
IDN,Indonesia,Climate Watch,Transportation,N2O,MtCO₂e,1996,0.99
IDN,Indonesia,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1996,0.58
IDN,Indonesia,Climate Watch,Waste,N2O,MtCO₂e,1996,1.89
IDN,Indonesia,Climate Watch,Industrial Processes,CH4,MtCO₂e,1996,0.0
IDN,Indonesia,Climate Watch,Electricity/Heat,N2O,MtCO₂e,1996,0.14
IDN,Indonesia,Climate Watch,Transportation,CH4,MtCO₂e,1996,0.28
IDN,Indonesia,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,1996,0.53
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,1996,0.32
IDN,Indonesia,Climate Watch,Industrial Processes,N2O,MtCO₂e,1996,0.13
IDN,Indonesia,Climate Watch,Electricity/Heat,CH4,MtCO₂e,1996,0.04
IDN,Indonesia,Climate Watch,Energy,All GHG,MtCO₂e,1995,271.0
IDN,Indonesia,Climate Watch,Energy,CO2,MtCO₂e,1995,210.37
IDN,Indonesia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,1995,74.44
IDN,Indonesia,Climate Watch,Electricity/Heat,CO2,MtCO₂e,1995,74.27
IDN,Indonesia,Climate Watch,Waste,All GHG,MtCO₂e,1995,174.66
IDN,Indonesia,Climate Watch,Waste,CH4,MtCO₂e,1995,172.78
IDN,Indonesia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1995,47.58
IDN,Indonesia,Climate Watch,Transportation,All GHG,MtCO₂e,1995,50.41
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1995,46.74
IDN,Indonesia,Climate Watch,Transportation,CO2,MtCO₂e,1995,49.26
IDN,Indonesia,Climate Watch,Energy,CH4,MtCO₂e,1995,57.19
IDN,Indonesia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1995,14.0
IDN,Indonesia,Climate Watch,Industrial Processes,CO2,MtCO₂e,1995,13.31
IDN,Indonesia,Climate Watch,Energy,N2O,MtCO₂e,1995,3.45
IDN,Indonesia,Climate Watch,Transportation,N2O,MtCO₂e,1995,0.9
IDN,Indonesia,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1995,0.57
IDN,Indonesia,Climate Watch,Waste,N2O,MtCO₂e,1995,1.87
IDN,Indonesia,Climate Watch,Industrial Processes,CH4,MtCO₂e,1995,0.0
IDN,Indonesia,Climate Watch,Electricity/Heat,N2O,MtCO₂e,1995,0.13
IDN,Indonesia,Climate Watch,Transportation,CH4,MtCO₂e,1995,0.26
IDN,Indonesia,Climate Watch,Manufacturing/Construction,N2O,MtCO₂e,1995,0.53
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CH4,MtCO₂e,1995,0.31
IDN,Indonesia,Climate Watch,Industrial Processes,N2O,MtCO₂e,1995,0.13
IDN,Indonesia,Climate Watch,Electricity/Heat,CH4,MtCO₂e,1995,0.04
IDN,Indonesia,Climate Watch,Energy,All GHG,MtCO₂e,1994,245.62
IDN,Indonesia,Climate Watch,Energy,CO2,MtCO₂e,1994,186.64
IDN,Indonesia,Climate Watch,Electricity/Heat,All GHG,MtCO₂e,1994,64.05
IDN,Indonesia,Climate Watch,Electricity/Heat,CO2,MtCO₂e,1994,63.9
IDN,Indonesia,Climate Watch,Waste,All GHG,MtCO₂e,1994,171.52
IDN,Indonesia,Climate Watch,Waste,CH4,MtCO₂e,1994,169.7
IDN,Indonesia,Climate Watch,Manufacturing/Construction,All GHG,MtCO₂e,1994,38.64
IDN,Indonesia,Climate Watch,Transportation,All GHG,MtCO₂e,1994,46.41
IDN,Indonesia,Climate Watch,Manufacturing/Construction,CO2,MtCO₂e,1994,37.84
IDN,Indonesia,Climate Watch,Transportation,CO2,MtCO₂e,1994,45.35
IDN,Indonesia,Climate Watch,Energy,CH4,MtCO₂e,1994,55.68
IDN,Indonesia,Climate Watch,Industrial Processes,All GHG,MtCO₂e,1994,13.26
IDN,Indonesia,Climate Watch,Industrial Processes,CO2,MtCO₂e,1994,12.54
IDN,Indonesia,Climate Watch,Energy,N2O,MtCO₂e,1994,3.3
IDN,Indonesia,Climate Watch,Transportation,N2O,MtCO₂e,1994,0.82
IDN,Indonesia,Climate Watch,Industrial Processes,F-Gas,MtCO₂e,1994,0.59
IDN,Indonesia,Climate Watch,Waste,N2O,MtCO₂e,1994,1.82
